111.8,2263
40.8,4618
39.75,6729
22.1,4279
92,6321
46,5965
97.94,6789
59.457,6328
37.36,6759
12,3719
2.05,6925
24.7,4852
100,5979
16.23,6589
25,6330
20.218,4773
11.6,6693
6,5888
2575,6355
75,6773
9,6701
75,6703
77,5941
49.1,5930
4,5445
5,6775
5.5,5966
500,6979
25,6876
20.47,4691
6.7,4466
25,5493
50,5864
100,6628
58,3462
28,3461
12,3460
27.75,5730
2,4683
3,6727
5,5275
60,6653
14.5,6323
12.6,3712
5,6890
10,6654
2,4861
100,5889
1.35,4768
10,6133
89.1,6937
4,5095
47,6569
85.9,5546
163.087,5825
7,6648
48.75,6673
4,3574
1,5333
1,6134
1,6888
12.5,6350
1484,6228
440,6639
660,6352
4.5,5976
20.97,5213
19.5,6373
0.05,6565
166.75,4170
222,6465
1110,6972
25.5,6364
1,5413
15.35,243
44.58,4632
100,6771
585.54,1383
70000,4286
1,5564
1.75,5439
80,5944
9.838,4613
120,6260
100,6631
29.5,6000
270,5972
270,6630
25,6692
14.422,5144
0.15,6397
66.4,6398
5,6655
1,5424
20.55,6672
50,6774
60.091,5990
6.837,4435
0.15,5566
20.1,3494
1.5,5335
20,4836
20,5774
28,6382
59,5838
190,6585
2.49,5094
5,6889
3.984,4839
100,5053
400,6315
0.25,5558
12,6872
33,5673
9.754,4420
5,5452
1,5438
467.2,4150
104,2498
1,5443
54.1,5492
4,5681
3.434,3339
1,3732
5,3736
1.367,4245
10,4423
20,5931
378,6347
16,6383
0.75,5161
10.1,3260
1,5337
10,5554
23,6466
2,6617
0.24,5390
13,5062
40,5244
140,6091
11,6085
0.2,6777
48,3492
17.5,5481
24.25,3398
11,5364
48,5642
0.8,4823
42,5614
1,1317
40,4395
38,3876
31,6206
0.5,6422
2,5484
6,6691
0.25,5754
2,6431
100.75,5785
48,6801
0.8,5485
1,6803
40,6802
18,6687
2,5612
16,6690
4,5324
65.5,6804
2,6428
0.9,6439
0.6,6840
1.5,6805
1,6935
4,6854
70.7,6806
15,5294
2,5257
3,6430
3,6219
200,6960
0.6,6461
0.45,6818
1,5506
73,6471
0.6,6427
1.17,4799
0.5,6425
1,6437
4.1,5325
40,3874
0.47,5490
0.5,5504
1.8,5486
1.5,5157
3.5,6426
1,6796
1,6421
1,6424
0.5,5377
4,1472
0.02,4818
13.75,6886
0.25,5373
10,6944
4,6930
30,6263
30,6610
4,3193
0.25,6067
27.5,3483
0.35,5372
0.02,3911
278,5796
6,6820
30,6819
64,6882
1,5829
4,6567
15.5,6824
1,6433
0.02,4223
4,6551
14.5,5806
0.02,1946
5.25,1985
4,1989
24,4975
96.5,6039
82.5,5122
3.96,6058
30,1772
15.02,5366
157,6333
21,3016
41.02,4929
64,6821
28.5,4930
27,4206
37.5,5808
0.02,4893
13,5934
11.28,4083
2.5,4597
3,6264
1,5378
67,5816
18,4695
0.02,5190
40,6688
0.02,3021
71.35,5789
6,5633
1,6101
0.75,5797
0.02,4313
66,6155
140,4311
4,4144
2,6429
3,5783
12.98,4179
234.55,5365
0.25,6435
39,5338
0.25,3940
14,6962
2.5,5381
0.02,5382
3,6959
0.02,4370
45,6769
1,4817
0.5,5608
3.44,4129
102.5,5240
1,6475
1.02,5376
1.1,5287
80,6786
200,6052
0.13,6402
1.5,6403
20,6743
1.8,6643
4,6340
0.8,6404
116,6273
159.4,6286
500,6785
4,6757
1,5896
0.1,6081
0.8,3166
4,5483
1,6415
4,5384
0.2,6418
0.5,3985
0.08,6420
0.1,6419
0.1,6413
0.5,5393
0.02,6394
0.48,6405
5,4111
0.75,5532
0.2,6417
0.9,5394
4,6822
1,5392
1,6737
1,5318
0.95,5540
1.7,6407
0.2,5545
0,5151
19.8,6730
4.4,5396
15.5,4593
0.3,6408
3,1887
0.5,6715
388,6604
0.05,6566
0,6406
5.5,5827
0.125,6411
0.35,5544
0.1,6409
5,5150
0.2,5395
0.46,5391
0.96,5482
1,5542
0.7,5543
2,6746
2.5,6947
0.75,6410
3,6915
6,6102
0.4,6212
0.5,6070
0.75,5419
0.25,5402
0.5,6451
1.97,6657
1.45,6097
8,5331
75,6069
0.1,6334
0.98,6282
3,5414
4,5613
0.9,5415
4,5281
1,6453
30,6808
200,6232
4,5467
0.18,6710
0.75,6460
1,5417
26.9,4795
0.5,4875
1,6184
3.3,5399
3.5,6450
0.5,5422
1.5,5398
0.02,6336
0.5,5289
2.47,5114
0.75,6458
0.88,6015
0.2,5460
0.5,6676
0.75,6203
0.1,6955
3,4568
41,3900
0.58,6246
0.25,6834
2.98,2865
1,6686
1,5765
1.46,5204
23.8,926
1,6452
1,6201
1,5303
4,1557
2.5,6017
0.75,5538
1,6281
0.48,6457
0.8,6462
0.95,6454
1,5781
4,3177
1.5,6809
36,6809
3,5408
3,6708
1,5409
8.73,5321
0.9,6456
0.7,5403
0.4,5537
5,6042
0.4,5539
0.2,6468
1,5875
1,6027
0.1,6954
1,4629
0.88,5461
1,5468
2,6441
2.48,6678
1,6901
16,6791
1,2259
20,4604
0.022,4184
1,6884
14.75,5332
0.4,6387
1,6833
3,6896
1,6084
4,6732
1,4141
25,6813
11.5,5640
1,5283
19.55,5893
1,6106
3,5304
0.25,5435
14.5,5760
2,6440
17,6894
8,6031
12,6284
3,3885
76,6794
0.8,6768
92,6814
1.95,4400
3,6041
1.1,6943
254,6369
4,6599
1.3,3951
1.76,4739
0.5,6152
4,6602
11,4416
0.08,6105
0.98,4276
12.19,5329
7.5,5662
2,6905
1,6675
23.73,5656
82,5857
497,6846
0.98,5779
5.95,5317
46,5654
8.5,6199
34,6810
5.75,6677
7,4948
21.5,5883
0,6696
15.7,6964
7,6014
21,5522
3,5237
15.5,5886
8.97,4717
1,4275
0.1,5880
107.5,5904
29.15,6182
197,6716
1,6154
0.25,6110
0.75,6443
4.8,4556
0.84,5426
4,6215
32.5,6584
0.4,6447
0.5,6897
2.5,5015
160,6118
8,5302
14,6205
5.2,6094
0.4,6448
4,6474
12,5813
0.4,6446
14.25,3414
32.25,3879
0.05,5574
0.5,5189
2,6601
18.47,6230
3,5955
1,6235
0.1,6059
1,6271
0.25,6107
19.75,6308
23.75,5243
0.08,6445
22.8,6576
40,6116
99.5,6952
32.25,4108
394,4968
0.02,4736
8,4969
127,6088
30,6823
159,6050
200,6883
130.3,5433
3.75,4348
340,6160
0.06,6103
41,6712
22,5923
0.08,5308
4,6909
2.8,4143
8,6078
0.2,5437
0.98,6185
1,6665
3,6900
0.07,5882
0.1,6122
0.08,5805
60,6885
62,6285
182,6967
210,6115
11.5,6287
18,6289
20,5434
1159.25,4016
7,5687
8.5,5411
1.5,5410
11.5,5929
425,6975
50,6019
475,6600
100,5579
300,6033
300,6763
1,5959
30,6680
60,6739
90,6787
425,6740
1000,6956
34,6294
42,4973
101.7,5902
468,5957
63.7,6892
1.25,6836
0.11,6189
8.5,6779
20,6948
0.05,6370
1.24,6838
66,6961
101,6679
12.5,6981
75,6881
5,6119
1.105,6837
79,6028
80,6926
4.485,6764
35,5029
18,3476
2,6442
45,2820
0.1,5387
1.5,5383
4.5,5347
72,4097
41.5,2779
3,5582
100.5,6929
0.888,5124
0.05,6858
0.6,6143
0.76,5611
1.717,6857
8.26,5251
1.2,6583
0.5,6170
0.1,6170
0.05,6842
0.1,6928
31.15,4720
8.8,6978
1.245,5531
1.842,6309
0.235,6514
0.469,6850
0.645,6843
0.475,6519
15,5735
0.475,6001
5.9,6861
3.3,6861
8.3,6856
3,6911
5,6831
4.711,5626
0.2,6974
0.808,6528
0.76,6527
3.3,6481
0.47,6481
37.45,6817
1,6968
2.9,6859
80.13,6536
6,5222
8.25,6684
0.62,6878
1.3,6681
81.55,6553
1,6754
0.1,6844
2.19,6848
0.297,6662
7.65,6982
2.23,5060
74.37,6384
7.585,5090
12,5661
16.77,6483
0.499,6756
5.858,6766
0.059,6372
1.683,4033
28,6492
1.047,6238
0.254,6224
13.55,6497
110.3,6744
2.5,6918
0.25,6335
90.1,6761
0.88,5770
1.321,5906
4.768,6513
6.3,5759
1,6932
20.28,5738
1.25,6064
9.6,5932
0.3,5002
5.11,6525
5.983,6074
29.55,6931
5.95,958
1.888,6741
0.087,5246
73.882,6477
69.1,6477
53.2,6062
85,6066
1.6,6795
0.26,5171
1.9,6539
63.05,6029
98.5,6970
0.32,5245
6.85,6694
0.857,5912
61.3,6077
12.55,5083
2,6871
1.166,6877
0.98,6613
1,6862
1,6367
0.076,6561
0.128,6494
4.4,6493
0.645,6371
0.286,6558
0.081,5458
